X,stat.Text,stat.label
350,Yet DEMS are still clueless why PresidentTrump wonAMJoy SaturdayMorning JkSUTuijO,negative
351,PresidentTrumpMAGA,neutral
352,loyaltydayseriously drumpf PresidentTrump DonaldTrumparent other patriotic days enough talk about ur jingoism,positive
353,PresidentTrump,positive
354,Check your American privilege MAGA BoycottOscar FirstDays ProgressiveHaters PresidentTrump LFnLHBNKfm,positive
355,PresidentTrump Declares The END Of The Obama AssualtOn The ndAmendmentA NRAAMNRAconvention,neutral
356,WhyWomenDontReport sexual assault as in a she says he says world even a confession on tape doesnt stop him from becoming,negative
357,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
358,PresidentTrump,positive
359,PresidentTrumpMikePence,positive
360,Two US Service Members Killed During Firefight In AfghanistanAmerican MilitaryCCOTMAGAAmericaFirstPresident,negative
361,PresidentTrumpDays of Unexpected Victories How Trumps Been a Game Changer for ProLife Movement,negative
362,PresidentTrump Declares The END Of The Obama AssualtOn The ndAmendmentA NRAAMNRAconvention,neutral
363,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
364,,neutral
365,,neutral
366,How Trump Has Reshaped the Presidency and How Its Changed Him Too FirstDays PresidentTrumpQEjGLyRtF,positive
367,saturdaymorningDonutsAreBetterThanPeople,neutral
368,Two US Service Members Killed During Firefight In AfghanistanAmerican MilitaryCCOTMAGAAmericaFirst EacLhTFc,negative
369,This Weeks Movies AprilCCOTMAGAAmericaFirstPresidentTrump wnTWzTZeG,neutral
370,PresidentTrumpAP Heres what Trump has planned for his th day,positive
371,Lets get back to work America,positive
372,PresidentTrumpMikePence,positive
373,Ill be watching PresidentTrumpeFtNaIyO,neutral
374,PresidentTrumpJGehrke Trumps th dayChina returns US citizen,neutral
375,PresidentTrump Declares The END Of The Obama AssualtOn The ndAmendmentA NRAAMNRAconvention,neutral
376,saturdaymorningDonutsAreBetterThanPeople,neutral
377,PresidentTrump Declares The END Of The Obama AssualtOn The ndAmendmentA NRAAMNRAconvention,neutral
378,PresidentTrump Declares The END Of The Obama AssualtOn The ndAmendmentA NRAAMNRAconvention,neutral
379,Lets get back to work America,positive
380,PresidentTrumpTaxReform,neutral
381,,neutral
382,,neutral
383,Lets get back to work America,positive
384,,neutral
385,,neutral
386,Ill be watching PresidentTrumpeFtNaIyO,neutral
387,,neutral
388,,neutral
389,PresidentTrump is rebuilding Our Military again and making sure Veterans get the care they deserveMAGA SupportOurTro,neutral
390,ANY punditcritic of Trumps FirstDays would have melted and evaporated by now had they been in his shoes PresidentTr,neutral
391,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
392,PresidentTrump Declares The END Of The Obama AssualtOn The ndAmendmentA NRAAMNRAconvention,neutral
393,Signing executive orders was not the way our country was supposed to be runPresidentTrump So why do it,negative
394,Lets get back to work America,positive
395,Congrats PresidentTrump on your firstdays Maybe thats enough right,positive
396,Q What do you call ayear old white nationalist girl who can run faster than her brothersA a virgin MAGA Presid,positive
397,WeThePeoplewill help our POTUS to MAGA and drainthesw thank you PresidentTrump YyZjrSXQ,positive
398,Lets get back to work America,positive
399,WeThePeoplewill help our POTUS to MAGA and drainthesw thank you PresidentTrump FAHNCwht,positive
400,,neutral
401,True MAGA AmericaFirst BuildTheWall DrainTheSw PresidentTrump IAmWithYou,neutral
402,Q What do you call ayear old white nationalist girl who can run faster than her brothersA a virgin MAGA Presid,positive
403,When you find out your friend voted Trump NotMyPresident PresidentTrump OWOtLwqp,positive
404,Gabby is being usedRemember RINOs put an actual target on her face Same ppl thwarting PresidentTrump,neutral
405,WONDER WOMAN TV SpotTOGETHERcower you menCCOTMAGAAmericaFirstPresidentTrump qKgEgIqE,positive
406,PresidentTrump Working To Keep His Promises In The FirstDaysIn Spite Of DemocratGOP Sw Obstruction,negative
407,PresidentTrump is rebuilding Our Military again and making sure Veterans get the care they deserveMAGA SupportOurTro,neutral
408,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
409,,neutral
410,When you find out your friend voted Trump NotMyPresident PresidentTrump OWOtLwqp,positive
411,,neutral
412,PresidentTrumpwill be President foryears Godwilling Trump AmericaIsBack AmericaFirst,positive
413,,neutral
414,Democrats are too busy trying to take down PresidentTrump instead of trying to build a leader forPetty Tantrum notmypresident,neutral
415,,neutral
416,,neutral
417,New Wonder Woman SpotWatch at ALBewkJzkz,positive
418,Handmaids Tale Character Posters Get BleakCCOTMAGAAmericaFirstPresidentTrump rlTaFAOV,neutral
419,Days of Winning TrumpUSAMore Years of Making it Great MAGA DealMaker PromiseKeeper TruthTeller PresidentTrum,positive
420,Q What do you call ayear old white nationalist girl who can run faster than her brothersA a virgin MAGA Presid,positive
421,Congrats PresidentTrump on your firstdays Maybe thats enough right,positive
422,I pray to St Jude and Blessed Mother too All American Patriots prayed for a strong man who wasnt a po BajTDWQ,positive
423,Every president misses driving a car PresidentTrump MAGA,negative
424,Lets get back to work America,positive
425,Lets get back to work America,positive
426,Lets get back to work America,positive
427,Congrats PresidentTrump on your firstdays Maybe thats enough right,positive
428,Ill be watching PresidentTrumpeFtNaIyO,neutral
429,Days of Winning TrumpUSAMore Years of Making it Great MAGA DealMaker PromiseKeeper TruthTeller PresidentTrum,positive
430,Ill be watching PresidentTrumpeFtNaIyO,neutral
431,WeThePeoplewill help our POTUS to MAGA and drainthesw thank you PresidentTrump YyZjrSXQ,positive
432,I Made My PromiseKeep My Promise,neutral
433,Q What do you call ayear old white nationalist girl who can run faster than her brothersA a virgin MAGA Presid,positive
434,PresidentTrump Declares The END Of The Obama AssualtOn The ndAmendmentA NRAAMNRAconvention,neutral
435,Q What do you call ayear old white nationalist girl who can run faster than her brothersA a virgin MAGA cDgYjHzG,positive
436,Lets get back to work America,positive
437,WeThePeoplewill help our POTUS to MAGA and drainthesw thank you PresidentTrump YyZjrSXQ,positive
438,WeThePeoplewill help our POTUS to MAGA and drainthesw thank you PresidentTrump YyZjrSXQ,positive
439,Sen Chuck Schumer is against PresidentTrumps middle class tax cuts for hard working Americans I wonder whyRe,neutral
440,Slow Cooker Pulled Pork TacosLove and Olive Oil LsXuwExR,negative
441,King Arthur Movie Gallery More ThanNew StillsCCOTMAGAAmericaFirstPresidentTrump HPRQuudU,neutral
442,WeThePeoplewill help our POTUS to MAGA and drainthesw thank you PresidentTrump FAHNCwht,positive
443,Lets get back to work America,positive
444,Through all the biased political BS POTUS PresidentTrump keeps tirelessly working to MAGAhes getting the job done,negative
445,WeThePeoplewill help our POTUS to MAGA and drainthesw thank you PresidentTrump YyZjrSXQ,positive
446,AweThanksthats very sweet of U I think PresidentTrump should be the first man to go to Mars I KePeIbJff,positive
447,mounted police are making their rounds at theahead of PresidentTrump speech zbEhcspyd,neutral
448,WeThePeoplewill help our POTUS to MAGA and drainthesw thank you PresidentTrump YyZjrSXQ,positive
449,WeThePeoplewill help our POTUS to MAGA and drainthesw thank you PresidentTrump FAHNCwht,positive
450,PresidentTrump Declares The END Of The Obama AssualtOn The ndAmendmentA NRAAMNRAconvention,neutral
451,dtmagToday POTUS RockThePlanetwoo hoo PresidentTrump nSIfhJa,neutral
452,WeThePeoplewill help our POTUS to MAGA and drainthesw thank you PresidentTrump YyZjrSXQ,positive
453,I wish we had a president who had actual convictions and knowledge tIGSzOlTw MAGA Trump PresidentTrump,positive
454,Theyve kidnapped PresidentTrumpcloned h veDsJrrTHb,neutral
455,WeThePeoplewill help our POTUS to MAGA and drainthesw thank you PresidentTrump FAHNCwht,positive
456,Lets get back to work America,positive
457,PresidentTrump Declares The END Of The Obama AssualtOn The ndAmendmentA NRAAMNRAconvention,neutral
458,When you find out your friend voted Trump NotMyPresident PresidentTrump OWOtLwqp,positive
459,April th PresidentTrump thedayNothing much has changed in the minds of mkdqjPeRa,neutral
460,PresidentTrump is an amazing persistent hard working USA Patriot Congrats on your firstdays POTUS http,positive
461,Congrats PresidentTrump on your firstdays Maybe thats enough right,positive
462,The PondSkater Presidency tIGSzOlTw MAGA Trump PresidentTrump,positive
463,PresidentTrump Declares The END Of The Obama AssualtOn The ndAmendmentA NRAAMNRAconvention,neutral
464,PresidentTrump Declares The END Of The Obama AssualtOn The ndAmendmentA NRAAMNRAconvention,neutral
465,How is NAFTA changing under PresidentTrump Watch our webinar to hear what our Cdntrade experts think,neutral
466,PresidentTrump Declares The END Of The Obama AssualtOn The ndAmendmentA NRAAMNRAconvention,neutral
467,Lets get back to work America,positive
468,PresidentTrump Declares The END Of The Obama AssualtOn The ndAmendmentA NRAAMNRAconvention,neutral
469,Lets get back to work America,positive
470,Shut up Coon your the one looking for attention PresidentTrump is doing his Job He can Talk to thepeople as he sees fit,neutral
471,ANY punditcritic of Trumps FirstDays would have melted and evaporated by now had they been in his shoes PresidentTr,neutral
472,Congrats PresidentTrump on your firstdays Maybe thats enough right,positive
473,PresidentTrump is an amazing persistent hard working USA Patriot Congrats on your firstdays POTUS http,positive
474,Lets get back to work America,positive
475,What Trumps Doneor Undonefor Business inDays PresidentTrump FirstDays business economytddrhtLQ,neutral
476,IBM Inventors Patent Invention for Transferring Packages between Aerial DronesCCOTMAGAAmericaFirst inctnQP,neutral
477,SpecialElection MAGAThis Tuesday SCElect The Candidate Supporting PresidentTrump,positive
478,Donald be a real PresidentTrumpstop this slavery in modernUSA,neutral
479,Lets get back to work America,positive
480,Lets get back to work America,positive
481,Lets get back to work America,positive
482,I like that Hope it becomes an annual tradition that lasts well beyond PresidentTrump Wishing Americans a HappyLoyaltyD,positive
483,DJ Trump Say Anything Using Trumps Own WordsSee more at njgouh PresidentTrump AmericaFirst Inauguration EDM Mix,positive
484,ANTIFA false flag opsThere arent any real Nazis so they pose as themMAGA,negative
485,Dear PresidentTrumpIf You Want To Cut Healthcare CostsStem The Opiate Death,negative
486,The Ceremony PresidentTrump FirstDays xICeIrcuD,neutral
487,PresidentTrump has marked his territory NarrativeDrivenMediaWhoreMedia MxjfKRnMK,neutral
488,ANY punditcritic of Trumps FirstDays would have melted and evaporated by now had they been in his shoes PresidentTrump MAGA,neutral
489,New iOS App LockScreenIt Combines Security With ConvenienceCCOTMAGAAmericaFirstPresidentTrump,neutral
490,How do you feel aboutFirstDays in office PresidentTrump days QgiqNsMz,neutral
491,Heres a look back at the key moments in PresidentTrumps firstdays in office rvRLeNsE Trump,positive
492,SpecialElection MAGAThis Tuesday SCElect The Candidate Supporting PresidentTrump,positive
493,Lets get back to work America,positive
494,Is there any bigger scumbag opportunist than Lisa Bloom Oh yeah her mom Gloria Allred,positive
495,Hamas secondrichest terror group in world Forbes saysEurope Israel NewsCCOTMAGAAmericaFirstPresidentTrump h,negative
496,With so many Liberalsidiots that are against PresidentTrump in Canada I will stand alone and behind him if need be,neutral
497,Rumors are True Obama Has an Army and Secret Office to Overthrow TrumpCCOTMAGAAmericaFirstPresidentTrump,negative
498,Ill be watching PresidentTrumpeFtNaIyO,neutral
499,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
500,Lets get back to work America,positive
501,Congrats PresidentTrump on your firstdays Maybe thats enough right,positive
502,Donald trump Nice ass qwdWVfjDp president trump presidenttrump whitehouse fakenews trumptower ivankatrump,positive
503,Federal judge in Hawaii halts Trump travel banmrbxnlk DerrickWatson executiveorder PresidentTrump Trumptravel,positive
504,Lets get back to work America,positive
505,PresidentTrump Declares The END Of The Obama AssualtOn The ndAmendmentA NRAAMNRAconvention,neutral
506,PresidentTrump is an amazing persistent hard working USA Patriot Congrats on your firstdays POTUS http,positive
507,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
508,PresidentTrump Declares The END Of The Obama AssualtOn The ndAmendmentA NRAAMNRAconvention,neutral
509,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
510,PresidentTrump Declares The END Of The Obama AssualtOn The ndAmendmentA NRAAMNRAconvention,neutral
511,If they hate our Flag Then they should pack upget out MAGA PresidentTrump donaldtrump TRUMP,neutral
512,USA is now under new management PresidentTrumpteam MAGA AzHtIZei,neutral
513,Im pumped for Trump PresidentTrump TrumpRally Harrisburg,positive
514,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
515,Congratulations PresidentTrump I can sleep better knowing my Sailor will serve under your leadership Its an honor,positive
516,Lets get back to work America,positive
517,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
518,PresidentTrump Declares The END Of The Obama AssualtOn The ndAmendmentA NRAAMNRAconvention,neutral
519,Check your American privilege MAGA BoycottOscar FirstDays ProgressiveHaters PresidentTrump PbUdiKHB,positive
520,Ill be watching PresidentTrumpeFtNaIyO,neutral
521,Federal Judge Blocks Trump Immigration Ordr NationwideBreitbart executiveorder KenKlukowskiFeb PresidentTrump fEFKjLRG,positive
522,It should be a limit about how much a program should talks about PresidentTrump as should be a limit abou WXcCHgQpC,negative
523,Ill be watching PresidentTrumpeFtNaIyO,neutral
524,PresidentTrump Declares The END Of The Obama AssualtOn The ndAmendmentA NRAAMNRAconvention,neutral
